cuisine,atmosphere,occasion,price,style
American,Good Out of Town Business,Prix Fixe Menus,$30-$50,Cab
American,Good Service,Open for Breakfast,below $15,Deli
Italian,Extraordinary Decor,Dining Outdoors,$30-$50,Power Brokers
Italian,Fair Decor,none,$15-$30,none
American,Excellent Food,Special Brunch Menu,$15-$30,High Tea
Mexican,Authentic,Weekend Dining,$15-$30,none
American,Excellent Food,After Hours Dining,$15-$30,Hamburgers
French,An Out Of The Way Find,Pre-theater Dining,$30-$50,Continental
French,Parking/Valet,Private Rooms Available,$15-$30,Continental
American,Good Food,Pre-theater Dining,$15-$30,Hamburgers
Italian,Hip Place To Be,Weekend Dining,$15-$30,none
American,Buffet Dining,Entertainment,$15-$30,High Tea
Italian,Excellent Food,Open on Mondays,below $15,none
Mexican,Excellent Service,Weekend Dining,below $15,Southwestern
American,Near-perfect Decor,Private Rooms Available,$30-$50,Continental
American,No Smoking Allowed,Catering for Special Events,below $15,none
Italian,Great for People Watching,Weekend Brunch,$15-$30,Power Brokers
American,Focus on Dessert,Fine for Dining Alone,$30-$50,Power Brokers
American,Quirky,Dancing,$15-$30,Soulfood
American,Business Scene,Dining Outdoors,$15-$30,Hamburgers
French,Near-perfect Decor,Open on Sundays,$30-$50,none
American,Creative,Private Rooms Available,over $50,none
Indian,Authentic,Weekend Dining,$15-$30,none
American,Pub Feel,Weekend Dining,below $15,none
American,Excellent Food,Private Parties,$30-$50,Southern
Italian,Extraordinary Food,Private Rooms Available,$15-$30,Power Brokers
Italian,Extraordinary Food,Entertainment,$15-$30,none
American,Excellent Food,Fine for Dining Alone,below $15,Californian
Italian,Good Food,After Hours Dining,$15-$30,Steakhouses
French,Warm spots by the fire,Private Parties,$30-$50,Continental
Italian,Good Out of Town Business,Great Place to Meet for a Drink,$30-$50,Cab
Italian,Business Scene,Weekend Brunch,$15-$30,Cab
American,Excellent Service,Dancing,$15-$30,Southern
French,Good Out of Town Business,Weekend Lunch,$30-$50,High Tea
Mexican,Up and Coming,After Hours Dining,$15-$30,none
American,Business Scene,Late Night Menu,$30-$50,Steakhouses
French,Extraordinary Food,Pre-theater Dining,$30-$50,Continental
Mexican,An Historic Spot,Entertainment,$15-$30,Traditional
Mexican,Extraordinary Food,Dancing,$15-$30,none
American,Good Out of Town Business,Takeout Available,$30-$50,High Tea
American,Good Out of Town Business,Late Night Menu,$30-$50,Steakhouses
French,Health Conscious Menus,Private Parties,over $50,none
French,Warm spots by the fire,Delivery Available,$15-$30,none
American,An Historic Spot,Special Brunch Menu,$30-$50,Southern
American,An Historic Spot,none,$15-$30,none
American,Relaxed Senior Scene,Private Parties,below $15,Diners
French,Good Decor,Open for Breakfast,$15-$30,Bakeries
Italian,Wheelchair Access,Fine for Dining Alone,$15-$30,none
American,Focus on Dessert,Parties and Occasions,$30-$50,none
French,Excellent Food,Dining Outdoors,$30-$50,High Tea
American,People Keep Coming Back,Weekend Brunch,below $15,Diners
American,Parking/Valet,Catering for Special Events,below $15,Southwestern
Italian,Very Busy - Reservations a Must,Dining Outdoors,$30-$50,Cab
Italian,Good Service,Dining Outdoors,$15-$30,Traditional
American,Hip Place To Be,Pre-theater Dining,$15-$30,none
American,Place for Singles,Delivery Available,$15-$30,none
Italian,Excellent Food,Open for Breakfast,$15-$30,Pizza
Italian,Good for Younger Kids,Dining Outdoors,$15-$30,Pizza
Italian,No Reservations,Dancing,$15-$30,none
American,Good for Younger Kids,Open for Breakfast,$30-$50,High Tea
American,Excellent Decor,Private Rooms Available,$15-$30,Central
French,Excellent Food,After Hours Dining,$15-$30,Cab
American,Hip Place To Be,Open for Breakfast,$15-$30,Power Brokers
French,Extraordinary Service,Takeout Available,$30-$50,Power Brokers
Italian,Extraordinary Decor,none,over $50,none
French,Extraordinary Service,Weekend Brunch,$15-$30,none
American,Pub Feel,Takeout Available,$15-$30,none
French,Extraordinary Decor,Weekend Brunch,$15-$30,Brasserie
French,Singles Scene,Weekend Dining,$15-$30,Continental
Italian,Wheelchair Access,Weekend Brunch,below $15,Carry in Wine and Beer
French,Fabulous Wine Lists,Parties and Occasions,$30-$50,Brasserie
French,Need To Dress,Private Parties,$30-$50,Continental
French,Near-perfect Service,Entertainment,$30-$50,High Tea
Mexican,Excellent Service,Private Rooms Available,$30-$50,none
French,Buffet Dining,Catering for Special Events,$15-$30,none
American,Parking/Valet,Weekend Dining,below $15,Hamburgers
American,Excellent Food,Catering for Special Events,$15-$30,Eclectic
Italian,On the Beach,Weekend Jazz Brunch,$15-$30,none
American,Relaxed Senior Scene,Long Drive,below $15,Hamburgers
American,Excellent Service,Long Drive,$15-$30,Carry in Wine and Beer
American,No Reservations,Dining After the Theater,below $15,Southwestern
Italian,Fair Decor,After Hours Dining,below $15,Pizza
American,An Historic Spot,Weekend Dining,below $15,Coffee Shops
Mexican,Good Service,Dining Outdoors,below $15,Traditional
Italian,Authentic,Private Rooms Available,$30-$50,none
Italian,Excellent Service,Weekend Lunch,$30-$50,none
American,Wheelchair Access,Takeout Available,below $15,Traditional
Italian,Romantic,Open on Sundays,$30-$50,none
Italian,Excellent Decor,Weekend Dining,$30-$50,Traditional
American,Romantic,Prix Fixe Menus,$30-$50,High Tea
American,Excellent Service,Delivery Available,$15-$30,Eclectic
French,Cafe/Garden Dining,Private Parties,$30-$50,Power Brokers
American,Excellent Decor,Long Drive,$15-$30,Eclectic
Italian,Quirky,Dining Outdoors,$15-$30,none
Italian,Good Service,Late Night Menu,$15-$30,Cab
Mexican,People Keep Coming Back,After Hours Dining,$15-$30,none
Italian,Wheelchair Access,Open on Mondays,below $15,Pizza
Mexican,Good for Younger Kids,Special Brunch Menu,$15-$30,none
French,Good Decor,none,$30-$50,none
Italian,Authentic,none,$15-$30,none
American,Good for Younger Kids,Late Night Menu,below $15,Deli
Italian,Very Busy - Reservations a Must,Dining After the Theater,$30-$50,none
American,Wheelchair Access,Entertainment,$15-$30,Eclectic
American,Classic Hotel Dining,none,$30-$50,Traditional
Italian,Extraordinary Decor,Happy Hour,$15-$30,none
American,Parking/Valet,Walk,$15-$30,none
American,Good Decor,Menus in Braille,$30-$50,Eclectic
Italian,Wheelchair Access,Pre-theater Dining,below $15,none
American,Extraordinary Service,Private Rooms Available,$30-$50,none
Italian,Creative,Dining Outdoors,$15-$30,none
American,Extraordinary Food,none,$30-$50,Southern
French,Romantic,Open for Breakfast,$15-$30,Continental
French,Parking/Valet,Weekend Dining,$30-$50,Power Brokers
Italian,Romantic,Private Parties,$15-$30,Cab
American,Focus on Dessert,Weekend Brunch,$30-$50,none
Italian,Place for Singles,Late Night Menu,$30-$50,Pizza
American,Health Conscious Menus,Open for Breakfast,below $15,none
Mexican,Excellent Service,Private Parties,below $15,none
Indian,Romantic,Prix Fixe Menus,$15-$30,none
American,Extraordinary Food,Dining Outdoors,over $50,High Tea
French,Excellent Decor,Delivery Available,$15-$30,High Tea
American,Good Food,Late Night Menu,below $15,Coffee Shops
American,Fabulous Wine Lists,Takeout Available,$15-$30,Hamburgers
American,Up and Coming,Short Drive,$30-$50,none
American,Quirky,Prix Fixe Menus,$15-$30,Southern
American,Extraordinary Food,Private Parties,$30-$50,Eclectic
American,For the Young and Young at Heart,Special Brunch Menu,below $15,Traditional
American,Extraordinary Service,Takeout Available,$15-$30,Power Brokers
American,Excellent Food,After Hours Dining,$15-$30,none
American,Good Food,Pre-theater Dining,$15-$30,none
Italian,Good Service,Special Brunch Menu,$15-$30,Pizza
American,Parking/Valet,Open for Breakfast,$15-$30,none
American,Business Scene,Special Brunch Menu,$30-$50,High Tea
American,Fair Food,Catering for Special Events,below $15,none
American,Singles Scene,Dining Outdoors,below $15,Soulfood
American,Good Food,Special Brunch Menu,$15-$30,Traditional
Mexican,Quirky,Weekend Dining,$15-$30,none
Italian,Good Decor,Weekend Dining,$15-$30,Middle Eastern
American,Excellent Food,Weekend Dining,below $15,High Tea
Italian,Wheelchair Access,Weekend Dining,$15-$30,Pizza
Italian,Relaxed Senior Scene,Takeout Available,$15-$30,none
French,Extraordinary Decor,Private Parties,$15-$30,none
American,Good Decor,Delivery Available,$15-$30,Grills
American,Excellent Food,Takeout Available,$15-$30,Traditional
Italian,Excellent Food,Private Rooms Available,$30-$50,none
Italian,Excellent Decor,Weekend Jazz Brunch,$15-$30,Traditional
American,For the Young and Young at Heart,Takeout Available,$15-$30,Power Brokers
Italian,Up and Coming,Private Rooms Available,$30-$50,Cab
American,Good Food,Private Rooms Available,$15-$30,Steakhouses
American,Good Out of Town Business,Dining Outdoors,over $50,none
American,Good Decor,Private Parties,$15-$30,Grills
American,Good Food,Fine for Dining Alone,$15-$30,Eclectic
French,Romantic,Pre-theater Dining,over $50,High Tea
Italian,Place for Singles,After Hours Dining,$15-$30,none
Mexican,Up and Coming,none,$15-$30,Southwestern
Mexican,Good Service,Weekend Brunch,$15-$30,none
American,Good for Younger Kids,Weekend Lunch,$15-$30,Steakhouses
American,Wheelchair Access,Fine for Dining Alone,$15-$30,Traditional
Mexican,Singles Scene,Private Rooms Available,below $15,none
American,Quirky,Open on Sundays,below $15,none
American,Excellent Service,Catering for Special Events,$15-$30,Continental
French,Romantic,Weekend Lunch,$15-$30,Brasserie
American,Great for People Watching,Weekend Dining,$30-$50,Traditional
American,No Reservations,Catering for Special Events,$15-$30,Pizza
Mexican,For the Young and Young at Heart,Long Drive,$15-$30,none
Italian,Extraordinary Decor,Private Parties,$30-$50,Power Brokers
Italian,Cafe/Garden Dining,Catering for Special Events,$30-$50,Power Brokers
American,Focus on Dessert,Dancing,$15-$30,Hamburgers
American,Old World Cafe Charm,Weekend Dining,$30-$50,none
French,Health Conscious Menus,Catering for Special Events,$30-$50,Power Brokers
American,Classic Hotel Dining,Open for Breakfast,$30-$50,Cab
Mexican,Up and Coming,Dancing,$15-$30,none
American,Excellent Service,Weekend Jazz Brunch,$30-$50,Power Brokers
French,No Reservations,Entertainment,below $15,High Tea
Mexican,Excellent Service,Private Rooms Available,below $15,none
American,Excellent Decor,Open for Breakfast,below $15,none
French,Creative,After Hours Dining,below $15,High Tea
American,Business Scene,Private Parties,$30-$50,Southern
American,Little Known But Well Liked,Delivery Available,$30-$50,none
American,Good Service,Special Brunch Menu,below $15,none
French,Good Decor,Prix Fixe Menus,$15-$30,Power Brokers
Italian,Relaxed Senior Scene,none,over $50,none
American,Relaxed Senior Scene,Private Parties,$15-$30,Cab
Italian,No Reservations,Weekend Brunch,$15-$30,Pizzerias
French,Classic Hotel Dining,Takeout Available,$30-$50,none
American,Relaxed Senior Scene,Long Drive,$15-$30,none
American,Quirky,After Hours Dining,$15-$30,Coffee Shops
American,Great for People Watching,Fine for Dining Alone,$15-$30,Power Brokers
French,Near-perfect Food,Weekend Dining,$30-$50,Power Brokers
American,Singles Scene,Open for Breakfast,below $15,Coffee Shops
Mexican,For the Young and Young at Heart,Private Parties,$15-$30,Southwestern
Italian,Good Decor,Weekend Dining,$15-$30,Continental
Italian,Up and Coming,Special Brunch Menu,$15-$30,none
Italian,Near-perfect Food,Open on Mondays,$15-$30,none
French,Excellent Decor,Special Brunch Menu,$30-$50,Power Brokers
Italian,Good Food,Weekend Brunch,$15-$30,Pizza
French,Good Food,Long Drive,$15-$30,Continental
American,Place for Singles,Private Rooms Available,$15-$30,Southwestern
French,Hip Place To Be,Weekend Dining,over $50,Continental
American,Relaxed Senior Scene,none,$30-$50,Traditional
Italian,For the Young and Young at Heart,Open on Mondays,below $15,Pizza
American,No Reservations,Open for Breakfast,$15-$30,Power Brokers
French,People Keep Coming Back,Takeout Available,$15-$30,none
Indian,Good Decor,Dining Outdoors,$15-$30,none
French,Excellent Decor,Private Rooms Available,$15-$30,none
American,Excellent Service,Private Parties,$15-$30,Continental
American,Good for Younger Kids,After Hours Dining,below $15,Soulfood
Mexican,Authentic,Weekend Brunch,$15-$30,Traditional
American,Business Scene,Weekend Lunch,$30-$50,none
French,Extraordinary Decor,Entertainment,$30-$50,Cab
French,Parking/Valet,none,$30-$50,Continental
Italian,Extraordinary Decor,Dining Outdoors,$30-$50,Continental
American,Good Decor,Prix Fixe Menus,over $50,Steakhouses
Italian,No Reservations,Weekend Lunch,$15-$30,Pizza
Italian,Good Out of Town Business,Long Drive,over $50,none
American,Good for Younger Kids,Takeout Available,below $15,Soulfood
Indian,Good Decor,Weekend Brunch,below $15,Carry in Wine and Beer
American,Business Scene,Dining Outdoors,$15-$30,Traditional
Mexican,Good Service,Special Brunch Menu,$15-$30,Soulfood
Italian,Excellent Service,Entertainment,$15-$30,Middle Eastern
American,Excellent Food,Open for Breakfast,below $15,none
French,Excellent Food,Private Parties,$30-$50,High Tea
American,Cafe/Garden Dining,Weekend Dining,$30-$50,none
French,Extraordinary Decor,Menus in Braille,$30-$50,none
American,Great for People Watching,Delivery Available,$30-$50,none
French,Near-perfect Food,Short Drive,$30-$50,none
American,Extraordinary Service,Weekend Lunch,$15-$30,Steakhouses
American,Extraordinary Decor,Open for Breakfast,$30-$50,Grills
French,Classic Hotel Dining,Special Brunch Menu,$30-$50,Continental
American,Old World Cafe Charm,Prix Fixe Menus,over $50,none
French,Wheelchair Access,Takeout Available,$15-$30,High Tea
American,No Smoking Allowed,Dancing,below $15,High Tea
French,Extraordinary Decor,Weekend Brunch,$30-$50,Brasserie
American,Excellent Food,Dining Outdoors,$15-$30,Hamburgers
American,Romantic,Private Parties,$30-$50,Continental
American,Warm spots by the fire,Entertainment,$30-$50,Continental
American,Cafe/Garden Dining,Open for Breakfast,below $15,Coffee Shops
Italian,Extraordinary Service,Private Parties,$30-$50,none
French,Business Scene,Late Night Menu,$30-$50,Californian
Italian,Fabulous Wine Lists,Private Parties,over $50,none
American,Good Decor,Open for Breakfast,below $15,Southern
Italian,Old World Cafe Charm,Dining Outdoors,$30-$50,none
Italian,Business Scene,Weekend Brunch,$15-$30,none
Italian,Excellent Decor,Dining After the Theater,$30-$50,none
American,Excellent Service,Weekend Brunch,$15-$30,Eclectic
American,Extraordinary Decor,Dining Outdoors,$30-$50,Continental
American,Fabulous Wine Lists,Open for Breakfast,$15-$30,Power Brokers
Italian,Excellent Food,Prix Fixe Menus,$30-$50,Continental
Italian,Good Out of Town Business,Weekend Brunch,$15-$30,Cab
American,Warm spots by the fire,Picnics,$30-$50,Steakhouses
Italian,Good Service,Late Night Menu,below $15,Traditional
French,Little Known But Well Liked,Weekend Lunch,$15-$30,Brasserie
Italian,Extraordinary Decor,Catering for Special Events,below $15,Pizza
Italian,Cafe/Garden Dining,Private Parties,below $15,Pizza
French,Romantic,Great Place to Meet for a Drink,$30-$50,Cab
American,Excellent Service,Prix Fixe Menus,$30-$50,none
Italian,Good Food,none,$30-$50,none
French,Good Out of Town Business,Catering for Special Events,$30-$50,none
American,Parking/Valet,Weekend Lunch,$15-$30,Traditional
Mexican,Good Service,Weekend Lunch,below $15,Southwestern
Mexican,Wheelchair Access,Takeout Available,$15-$30,Californian
French,Near-perfect Service,Weekend Dining,over $50,Californian
Indian,Warm spots by the fire,Private Rooms Available,$15-$30,Traditional
American,Need To Dress,Entertainment,$30-$50,Cab
American,Classic Hotel Dining,Special Brunch Menu,$30-$50,none
Mexican,Excellent Food,Margaritas,$30-$50,none
American,Up and Coming,After Hours Dining,$15-$30,none
American,Near-perfect Food,Open for Breakfast,$30-$50,none
French,Extraordinary Food,Entertainment,$30-$50,High Tea
Italian,People Keep Coming Back,Late Night Menu,$15-$30,none
