cuisine,atmosphere,occasion,price,style
American,Wheelchair Access,Weekend Dining,$15-$30,none
American,Extraordinary Decor,Private Parties,$30-$50,none
American,Extraordinary Decor,Private Rooms Available,$30-$50,none
American,Extraordinary Decor,Weekend Dining,$30-$50,none
American,Extraordinary Decor,Prix Fixe Menus,$30-$50,none
American,Extraordinary Decor,Pre-theater Dining,$30-$50,none
American,Parking/Valet,Private Parties,$30-$50,none
American,Parking/Valet,Private Rooms Available,$30-$50,none
American,Parking/Valet,Weekend Dining,$30-$50,none
American,Parking/Valet,Prix Fixe Menus,$30-$50,none
American,Parking/Valet,Pre-theater Dining,$30-$50,none
American,Little Known But Well Liked,Private Parties,$30-$50,none
American,Little Known But Well Liked,Private Rooms Available,$30-$50,none
American,Little Known But Well Liked,Weekend Dining,$30-$50,none
American,Little Known But Well Liked,Prix Fixe Menus,$30-$50,none
American,Little Known But Well Liked,Pre-theater Dining,$30-$50,none
American,Quiet for Conversation,Private Parties,$30-$50,none
American,Quiet for Conversation,Private Rooms Available,$30-$50,none
American,Quiet for Conversation,Weekend Dining,$30-$50,none
American,Quiet for Conversation,Prix Fixe Menus,$30-$50,none
American,Quiet for Conversation,Pre-theater Dining,$30-$50,none
American,Extraordinary Food,Private Parties,$30-$50,none
American,Extraordinary Food,Private Rooms Available,$30-$50,none
American,Extraordinary Food,Weekend Dining,$30-$50,none
American,Extraordinary Food,Prix Fixe Menus,$30-$50,none
American,Extraordinary Food,Pre-theater Dining,$30-$50,none
American,Business Scene,Private Parties,$30-$50,none
American,Business Scene,Private Rooms Available,$30-$50,none
American,Business Scene,Weekend Dining,$30-$50,none
American,Business Scene,Prix Fixe Menus,$30-$50,none
American,Business Scene,Pre-theater Dining,$30-$50,none
American,Classic Hotel Dining,Private Parties,$30-$50,none
American,Classic Hotel Dining,Private Rooms Available,$30-$50,none
American,Classic Hotel Dining,Weekend Dining,$30-$50,none
American,Classic Hotel Dining,Prix Fixe Menus,$30-$50,none
American,Classic Hotel Dining,Pre-theater Dining,$30-$50,none
American,Excellent Service,Private Parties,$30-$50,none
American,Excellent Service,Private Rooms Available,$30-$50,none
American,Excellent Service,Weekend Dining,$30-$50,none
American,Excellent Service,Prix Fixe Menus,$30-$50,none
American,Excellent Service,Pre-theater Dining,$30-$50,none
American,Parking/Valet,Open for Breakfast,below $15,Diners
American,Parking/Valet,Weekend Lunch,below $15,Diners
American,Parking/Valet,Weekend Dining,below $15,Diners
American,No Reservations,Open for Breakfast,below $15,Diners
American,No Reservations,Weekend Lunch,below $15,Diners
American,No Reservations,Weekend Dining,below $15,Diners
American,Hip Place To Be,Open for Breakfast,below $15,Diners
American,Hip Place To Be,Weekend Lunch,below $15,Diners
American,Hip Place To Be,Weekend Dining,below $15,Diners
American,Good Service,Open for Breakfast,below $15,Diners
American,Good Service,Weekend Lunch,below $15,Diners
American,Good Service,Weekend Dining,below $15,Diners
American,Excellent Food,Open for Breakfast,below $15,Diners
American,Excellent Food,Weekend Lunch,below $15,Diners
American,Excellent Food,Weekend Dining,below $15,Diners
American,Fair Decor,Open for Breakfast,below $15,Diners
American,Fair Decor,Weekend Lunch,below $15,Diners
American,Fair Decor,Weekend Dining,below $15,Diners
American,Great for People Watching,Open for Breakfast,below $15,Diners
American,Great for People Watching,Weekend Lunch,below $15,Diners
American,Great for People Watching,Weekend Dining,below $15,Diners
American,Quirky,Open for Breakfast,below $15,Diners
American,Quirky,Weekend Lunch,below $15,Diners
American,Quirky,Weekend Dining,below $15,Diners
Italian,Place for Singles,Private Parties,$15-$30,none
Italian,Place for Singles,Takeout Available,$15-$30,none
Italian,Place for Singles,Dancing,$15-$30,none
Italian,Place for Singles,Entertainment,$15-$30,none
Italian,Place for Singles,Delivery Available,$15-$30,none
Italian,Place for Singles,Weekend Dining,$15-$30,none
Italian,Place for Singles,Private Rooms Available,$15-$30,none
Italian,Parking/Valet,Private Parties,$15-$30,none
Italian,Parking/Valet,Takeout Available,$15-$30,none
Italian,Parking/Valet,Dancing,$15-$30,none
Italian,Parking/Valet,Entertainment,$15-$30,none
Italian,Parking/Valet,Delivery Available,$15-$30,none
Italian,Parking/Valet,Weekend Dining,$15-$30,none
Italian,Parking/Valet,Private Rooms Available,$15-$30,none
Italian,Excellent Decor,Private Parties,$15-$30,none
Italian,Excellent Decor,Takeout Available,$15-$30,none
Italian,Excellent Decor,Dancing,$15-$30,none
Italian,Excellent Decor,Entertainment,$15-$30,none
Italian,Excellent Decor,Delivery Available,$15-$30,none
Italian,Excellent Decor,Weekend Dining,$15-$30,none
Italian,Excellent Decor,Private Rooms Available,$15-$30,none
Italian,Hip Place To Be,Private Parties,$15-$30,none
Italian,Hip Place To Be,Takeout Available,$15-$30,none
Italian,Hip Place To Be,Dancing,$15-$30,none
Italian,Hip Place To Be,Entertainment,$15-$30,none
Italian,Hip Place To Be,Delivery Available,$15-$30,none
Italian,Hip Place To Be,Weekend Dining,$15-$30,none
Italian,Hip Place To Be,Private Rooms Available,$15-$30,none
Italian,Excellent Food,Private Parties,$15-$30,none
Italian,Excellent Food,Takeout Available,$15-$30,none
Italian,Excellent Food,Dancing,$15-$30,none
Italian,Excellent Food,Entertainment,$15-$30,none
Italian,Excellent Food,Delivery Available,$15-$30,none
Italian,Excellent Food,Weekend Dining,$15-$30,none
Italian,Excellent Food,Private Rooms Available,$15-$30,none
Italian,Up and Coming,Private Parties,$15-$30,none
Italian,Up and Coming,Takeout Available,$15-$30,none
Italian,Up and Coming,Dancing,$15-$30,none
Italian,Up and Coming,Entertainment,$15-$30,none
Italian,Up and Coming,Delivery Available,$15-$30,none
Italian,Up and Coming,Weekend Dining,$15-$30,none
Italian,Up and Coming,Private Rooms Available,$15-$30,none
Italian,Excellent Service,Private Parties,$15-$30,none
Italian,Excellent Service,Takeout Available,$15-$30,none
Italian,Excellent Service,Dancing,$15-$30,none
Italian,Excellent Service,Entertainment,$15-$30,none
Italian,Excellent Service,Delivery Available,$15-$30,none
Italian,Excellent Service,Weekend Dining,$15-$30,none
Italian,Excellent Service,Private Rooms Available,$15-$30,none
Mexican,Place for Singles,Weekend Lunch,$15-$30,Salvadoran
Mexican,Place for Singles,Weekend Lunch,$15-$30,Latin
Mexican,Place for Singles,Special Brunch Menu,$15-$30,Salvadoran
Mexican,Place for Singles,Special Brunch Menu,$15-$30,Latin
Mexican,Place for Singles,Weekend Dining,$15-$30,Salvadoran
Mexican,Place for Singles,Weekend Dining,$15-$30,Latin
Mexican,Place for Singles,Dining Outdoors,$15-$30,Salvadoran
Mexican,Place for Singles,Dining Outdoors,$15-$30,Latin
Mexican,Parking/Valet,Weekend Lunch,$15-$30,Salvadoran
Mexican,Parking/Valet,Weekend Lunch,$15-$30,Latin
Mexican,Parking/Valet,Special Brunch Menu,$15-$30,Salvadoran
Mexican,Parking/Valet,Special Brunch Menu,$15-$30,Latin
Mexican,Parking/Valet,Weekend Dining,$15-$30,Salvadoran
Mexican,Parking/Valet,Weekend Dining,$15-$30,Latin
Mexican,Parking/Valet,Dining Outdoors,$15-$30,Salvadoran
Mexican,Parking/Valet,Dining Outdoors,$15-$30,Latin
Mexican,Excellent Decor,Weekend Lunch,$15-$30,Salvadoran
Mexican,Excellent Decor,Weekend Lunch,$15-$30,Latin
Mexican,Excellent Decor,Special Brunch Menu,$15-$30,Salvadoran
Mexican,Excellent Decor,Special Brunch Menu,$15-$30,Latin
Mexican,Excellent Decor,Weekend Dining,$15-$30,Salvadoran
Mexican,Excellent Decor,Weekend Dining,$15-$30,Latin
Mexican,Excellent Decor,Dining Outdoors,$15-$30,Salvadoran
Mexican,Excellent Decor,Dining Outdoors,$15-$30,Latin
Mexican,Excellent Food,Weekend Lunch,$15-$30,Salvadoran
Mexican,Excellent Food,Weekend Lunch,$15-$30,Latin
Mexican,Excellent Food,Special Brunch Menu,$15-$30,Salvadoran
Mexican,Excellent Food,Special Brunch Menu,$15-$30,Latin
Mexican,Excellent Food,Weekend Dining,$15-$30,Salvadoran
Mexican,Excellent Food,Weekend Dining,$15-$30,Latin
Mexican,Excellent Food,Dining Outdoors,$15-$30,Salvadoran
Mexican,Excellent Food,Dining Outdoors,$15-$30,Latin
Mexican,Great for People Watching,Weekend Lunch,$15-$30,Salvadoran
Mexican,Great for People Watching,Weekend Lunch,$15-$30,Latin
Mexican,Great for People Watching,Special Brunch Menu,$15-$30,Salvadoran
Mexican,Great for People Watching,Special Brunch Menu,$15-$30,Latin
Mexican,Great for People Watching,Weekend Dining,$15-$30,Salvadoran
Mexican,Great for People Watching,Weekend Dining,$15-$30,Latin
Mexican,Great for People Watching,Dining Outdoors,$15-$30,Salvadoran
Mexican,Great for People Watching,Dining Outdoors,$15-$30,Latin
Mexican,Quirky,Weekend Lunch,$15-$30,Salvadoran
Mexican,Quirky,Weekend Lunch,$15-$30,Latin
Mexican,Quirky,Special Brunch Menu,$15-$30,Salvadoran
Mexican,Quirky,Special Brunch Menu,$15-$30,Latin
Mexican,Quirky,Weekend Dining,$15-$30,Salvadoran
Mexican,Quirky,Weekend Dining,$15-$30,Latin
Mexican,Quirky,Dining Outdoors,$15-$30,Salvadoran
Mexican,Quirky,Dining Outdoors,$15-$30,Latin
Mexican,Excellent Service,Weekend Lunch,$15-$30,Salvadoran
Mexican,Excellent Service,Weekend Lunch,$15-$30,Latin
Mexican,Excellent Service,Special Brunch Menu,$15-$30,Salvadoran
Mexican,Excellent Service,Special Brunch Menu,$15-$30,Latin
Mexican,Excellent Service,Weekend Dining,$15-$30,Salvadoran
Mexican,Excellent Service,Weekend Dining,$15-$30,Latin
Mexican,Excellent Service,Dining Outdoors,$15-$30,Salvadoran
Mexican,Excellent Service,Dining Outdoors,$15-$30,Latin
French,Extraordinary Decor,Delivery Available,$30-$50,none
French,Extraordinary Decor,Catering for Special Events,$30-$50,none
French,Extraordinary Decor,Takeout Available,$30-$50,none
French,Extraordinary Decor,Prix Fixe Menus,$30-$50,none
French,Extraordinary Decor,Dining Outdoors,$30-$50,none
French,Parking/Valet,Delivery Available,$30-$50,none
French,Parking/Valet,Catering for Special Events,$30-$50,none
French,Parking/Valet,Takeout Available,$30-$50,none
French,Parking/Valet,Prix Fixe Menus,$30-$50,none
French,Parking/Valet,Dining Outdoors,$30-$50,none
French,Fabulous Wine Lists,Delivery Available,$30-$50,none
French,Fabulous Wine Lists,Catering for Special Events,$30-$50,none
French,Fabulous Wine Lists,Takeout Available,$30-$50,none
French,Fabulous Wine Lists,Prix Fixe Menus,$30-$50,none
French,Fabulous Wine Lists,Dining Outdoors,$30-$50,none
French,Very Busy - Reservations a Must,Delivery Available,$30-$50,none
French,Very Busy - Reservations a Must,Catering for Special Events,$30-$50,none
French,Very Busy - Reservations a Must,Takeout Available,$30-$50,none
French,Very Busy - Reservations a Must,Prix Fixe Menus,$30-$50,none
French,Very Busy - Reservations a Must,Dining Outdoors,$30-$50,none
French,Business Scene,Delivery Available,$30-$50,none
French,Business Scene,Catering for Special Events,$30-$50,none
French,Business Scene,Takeout Available,$30-$50,none
French,Business Scene,Prix Fixe Menus,$30-$50,none
French,Business Scene,Dining Outdoors,$30-$50,none
French,Extraordinary Food,Delivery Available,$30-$50,none
French,Extraordinary Food,Catering for Special Events,$30-$50,none
French,Extraordinary Food,Takeout Available,$30-$50,none
French,Extraordinary Food,Prix Fixe Menus,$30-$50,none
French,Extraordinary Food,Dining Outdoors,$30-$50,none
French,Extraordinary Service,Delivery Available,$30-$50,none
French,Extraordinary Service,Catering for Special Events,$30-$50,none
French,Extraordinary Service,Takeout Available,$30-$50,none
French,Extraordinary Service,Prix Fixe Menus,$30-$50,none
French,Extraordinary Service,Dining Outdoors,$30-$50,none
French,Good Out of Town Business,Delivery Available,$30-$50,none
French,Good Out of Town Business,Catering for Special Events,$30-$50,none
French,Good Out of Town Business,Takeout Available,$30-$50,none
French,Good Out of Town Business,Prix Fixe Menus,$30-$50,none
French,Good Out of Town Business,Dining Outdoors,$30-$50,none
French,Up and Coming,Delivery Available,$30-$50,none
French,Up and Coming,Catering for Special Events,$30-$50,none
French,Up and Coming,Takeout Available,$30-$50,none
French,Up and Coming,Prix Fixe Menus,$30-$50,none
French,Up and Coming,Dining Outdoors,$30-$50,none
American,Extraordinary Decor,Private Parties,$30-$50,Traditional
American,Extraordinary Decor,Private Parties,$30-$50,Hamburgers
American,Extraordinary Decor,Private Parties,$30-$50,Power Brokers
American,Extraordinary Decor,Weekend Lunch,$30-$50,Traditional
American,Extraordinary Decor,Weekend Lunch,$30-$50,Hamburgers
American,Extraordinary Decor,Weekend Lunch,$30-$50,Power Brokers
American,Extraordinary Decor,Takeout Available,$30-$50,Traditional
American,Extraordinary Decor,Takeout Available,$30-$50,Hamburgers
American,Extraordinary Decor,Takeout Available,$30-$50,Power Brokers
American,Extraordinary Decor,Special Brunch Menu,$30-$50,Traditional
American,Extraordinary Decor,Special Brunch Menu,$30-$50,Hamburgers
American,Extraordinary Decor,Special Brunch Menu,$30-$50,Power Brokers
American,Extraordinary Decor,Delivery Available,$30-$50,Traditional
American,Extraordinary Decor,Delivery Available,$30-$50,Hamburgers
American,Extraordinary Decor,Delivery Available,$30-$50,Power Brokers
American,Extraordinary Decor,Catering for Special Events,$30-$50,Traditional
American,Extraordinary Decor,Catering for Special Events,$30-$50,Hamburgers
American,Extraordinary Decor,Catering for Special Events,$30-$50,Power Brokers
American,Extraordinary Decor,Weekend Dining,$30-$50,Traditional
American,Extraordinary Decor,Weekend Dining,$30-$50,Hamburgers
American,Extraordinary Decor,Weekend Dining,$30-$50,Power Brokers
American,Extraordinary Decor,Private Rooms Available,$30-$50,Traditional
American,Extraordinary Decor,Private Rooms Available,$30-$50,Hamburgers
American,Extraordinary Decor,Private Rooms Available,$30-$50,Power Brokers
American,Place for Singles,Private Parties,$30-$50,Traditional
American,Place for Singles,Private Parties,$30-$50,Hamburgers
American,Place for Singles,Private Parties,$30-$50,Power Brokers
American,Place for Singles,Weekend Lunch,$30-$50,Traditional
American,Place for Singles,Weekend Lunch,$30-$50,Hamburgers
American,Place for Singles,Weekend Lunch,$30-$50,Power Brokers
American,Place for Singles,Takeout Available,$30-$50,Traditional
American,Place for Singles,Takeout Available,$30-$50,Hamburgers
American,Place for Singles,Takeout Available,$30-$50,Power Brokers
American,Place for Singles,Special Brunch Menu,$30-$50,Traditional
American,Place for Singles,Special Brunch Menu,$30-$50,Hamburgers
American,Place for Singles,Special Brunch Menu,$30-$50,Power Brokers
American,Place for Singles,Delivery Available,$30-$50,Traditional
American,Place for Singles,Delivery Available,$30-$50,Hamburgers
American,Place for Singles,Delivery Available,$30-$50,Power Brokers
American,Place for Singles,Catering for Special Events,$30-$50,Traditional
American,Place for Singles,Catering for Special Events,$30-$50,Hamburgers
American,Place for Singles,Catering for Special Events,$30-$50,Power Brokers
American,Place for Singles,Weekend Dining,$30-$50,Traditional
American,Place for Singles,Weekend Dining,$30-$50,Hamburgers
